"","DB.classKey","mouse","human","ensembl"
"2394",48885886,"Cyp4f15","CYP4F11","ENSG00000171903.1"
"2395",48885886,"Cyp4f15","CYP4F2","ENSG00000186115.1"
"2396",48885886,"Cyp4f15","CYP4F8","ENSG00000186526.1"
"2397",48885887,"Cyp4f18","CYP4F3","ENSG00000186529.1"
"2398",48885887,"Cyp4f18","CYP4F2","ENSG00000186115.2"
"2399",48885889,"Cyp4f39","CYP4F22","ENSG00000171954"
"2400",48885890,"Cyp4f40","CYP4F11","ENSG00000171903.2"
"2401",48885891,"Cyp4v3","CYP4V2","ENSG00000145476"
"2402",48885892,"Cyp7a1","CYP7A1","ENSG00000167910"
"2403",48885893,"Cyp7b1","CYP7B1","ENSG00000172817"
"2404",48885894,"Cyp8b1","CYP8B1","ENSG00000180432"
"2405",48885895,"Ldb3","LDB3","ENSG00000122367"
"2406",48885896,"Ccn1","CCN1","ENSG00000142871"
"2407",48885898,"mt-Cytb","CYTB","ENSG00000198727"
"2408",48885899,"Cyth1","CYTH1","ENSG00000108669"
"2409",48885900,"Cyth3","CYTH3","ENSG00000008256"
"2410",48885901,"Specc1l","SPECC1L","ENSG00000100014"
"2411",48885902,"Tmem183a","TMEM183A","ENSG00000163444"
"2412",48885902,"Tmem183a","TMEM183BP","ENSG00000224831"
"2413",48885903,"Drd1","DRD1","ENSG00000184845"
"2414",48885904,"Drd5","DRD5","ENSG00000169676"
"2415",48885905,"Snx1","SNX1","ENSG00000028528"
"2416",48885906,"Dio3","DIO3","ENSG00000197406"
"2417",48885907,"Chst14","CHST14","ENSG00000169105"
"2418",48885908,"Slc2a9","SLC2A9","ENSG00000109667"
"2419",48885909,"Daam1","DAAM1","ENSG00000100592"
"2420",48885910,"Dab1","DAB1","ENSG00000173406"
"2421",48885911,"Dab2ip","DAB2IP","ENSG00000136848"
"2422",48885912,"Fbxw4","FBXW4","ENSG00000107829"
"2423",48885913,"Dach2","DACH2","ENSG00000126733"
"2424",48885914,"Dach1","DACH1","ENSG00000276644"
"2425",48885915,"Ext2","EXT2","ENSG00000151348"
"2426",48885916,"Dact2","DACT2","ENSG00000164488"
"2427",48885917,"Fgf10","FGF10","ENSG00000070193"
"2428",48885918,"Dag1","DAG1","ENSG00000173402"
"2429",48885919,"Tkfc","TKFC","ENSG00000149476"
"2430",48885920,"Nbl1","NBL1","ENSG00000158747"
"2431",48885920,"Nbl1","MICOS10-NBL1","ENSG00000158747.1"
"2432",48885921,"Hcst","HCST","ENSG00000126264"
"2433",48885922,"Tyrobp","TYROBP","ENSG00000011600"
"2434",48885923,"Dap","DAP","ENSG00000112977"
"2435",48885924,"Dapk2","DAPK2","ENSG00000035664"
"2436",48885925,"Dact1","DACT1","ENSG00000165617"
"2437",48885927,"H2-M10.2","HLA-E","ENSG00000204592"
"2438",48885927,"H2-M10.2","HLA-F","ENSG00000204642"
"2439",48885927,"H2-M10.2","HLA-B","ENSG00000234745"
"2440",48885927,"H2-M10.2","HLA-G","ENSG00000204632"
"2441",48885927,"H2-M10.2","HLA-C","ENSG00000204525"
"2442",48885928,"H2-M10.6","HLA-B","ENSG00000234745.1"
"2443",48885928,"H2-M10.6","HLA-C","ENSG00000204525.1"
"2444",48885928,"H2-M10.6","HLA-E","ENSG00000204592.1"
"2445",48885928,"H2-M10.6","HLA-F","ENSG00000204642.1"
"2446",48885928,"H2-M10.6","HLA-G","ENSG00000204632.1"
"2447",48885929,"H2-M3","HLA-G","ENSG00000204632.2"
"2448",48885930,"Mr1","MR1","ENSG00000153029"
"2449",48885931,"H2-Q10","HLA-C","ENSG00000204525.2"
"2450",48885931,"H2-Q10","HLA-A","ENSG00000206503"
"2451",48885931,"H2-Q10","HLA-E","ENSG00000204592.2"
"2452",48885931,"H2-Q10","HLA-B","ENSG00000234745.2"
"2453",48885931,"H2-Q10","HLA-G","ENSG00000204632.3"
"2454",48885931,"H2-Q10","HLA-F","ENSG00000204642.2"
"2455",48885932,"Hfe","HFE","ENSG00000010704"
"2456",48885933,"H2-T3","HLA-B","ENSG00000234745.3"
"2457",48885933,"H2-T3","HLA-C","ENSG00000204525.3"
"2458",48885933,"H2-T3","HLA-E","ENSG00000204592.3"
"2459",48885934,"H2-Q8","HLA-H","NA.26"
"2460",48885935,"H2-M5","HLA-B","ENSG00000234745.4"
"2461",48885935,"H2-M5","HLA-E","ENSG00000204592.4"
"2462",48885935,"H2-M5","HLA-G","ENSG00000204632.4"
"2463",48885935,"H2-M5","HLA-C","ENSG00000204525.4"
"2464",48885935,"H2-M5","HLA-F","ENSG00000204642.3"
"2465",48885936,"H2-T23","HLA-E","ENSG00000204592.5"
"2466",48885937,"H2-M10.1","HLA-C","ENSG00000204525.5"
"2467",48885937,"H2-M10.1","HLA-F","ENSG00000204642.4"
"2468",48885937,"H2-M10.1","HLA-G","ENSG00000204632.5"
"2469",48885937,"H2-M10.1","HLA-B","ENSG00000234745.5"
"2470",48885937,"H2-M10.1","HLA-E","ENSG00000204592.6"
"2471",48885938,"H2-Q1","HLA-H","NA.27"
"2472",48885938,"H2-Q1","HLA-C","ENSG00000204525.6"
"2473",48885938,"H2-Q1","HLA-A","ENSG00000206503.1"
"2474",48885938,"H2-Q1","HLA-F","ENSG00000204642.5"
"2475",48885938,"H2-Q1","HLA-B","ENSG00000234745.6"
"2476",48885938,"H2-Q1","HLA-E","ENSG00000204592.7"
"2477",48885938,"H2-Q1","HLA-G","ENSG00000204632.6"
"2478",48885939,"H2-M11","HLA-B","ENSG00000234745.7"
"2479",48885939,"H2-M11","HLA-E","ENSG00000204592.8"
"2480",48885939,"H2-M11","HLA-G","ENSG00000204632.7"
"2481",48885939,"H2-M11","HLA-F","ENSG00000204642.6"
"2482",48885939,"H2-M11","HLA-C","ENSG00000204525.7"
"2483",48885940,"H2-M1","HLA-B","ENSG00000234745.8"
"2484",48885940,"H2-M1","HLA-C","ENSG00000204525.8"
"2485",48885940,"H2-M1","HLA-E","ENSG00000204592.9"
"2486",48885941,NA,"HLA-C","ENSG00000204525.9"
"2487",48885941,NA,"HLA-E","ENSG00000204592.10"
"2488",48885941,NA,"HLA-B","ENSG00000234745.9"
"2489",48885941,NA,"HLA-H","NA.28"
"2490",48885942,"H2-M10.5","HLA-C","ENSG00000204525.10"
"2491",48885942,"H2-M10.5","HLA-E","ENSG00000204592.11"
"2492",48885942,"H2-M10.5","HLA-B","ENSG00000234745.10"
"2493",48885943,"H2-Q7","HLA-C","ENSG00000204525.11"
"2494",48885943,"H2-Q7","HLA-E","ENSG00000204592.12"
"2495",48885943,"H2-Q7","HLA-F","ENSG00000204642.7"
"2496",48885943,"H2-Q7","HLA-B","ENSG00000234745.11"
"2497",48885943,"H2-Q7","HLA-G","ENSG00000204632.8"
"2498",48885943,"H2-Q7","HLA-A","ENSG00000206503.2"
"2499",48885944,"H2-M10.3","HLA-C","ENSG00000204525.12"
"2500",48885944,"H2-M10.3","HLA-E","ENSG00000204592.13"
"2501",48885944,"H2-M10.3","HLA-B","ENSG00000234745.12"
"2502",48885945,"H2-M2","HLA-C","ENSG00000204525.13"
"2503",48885945,"H2-M2","HLA-E","ENSG00000204592.14"
"2504",48885945,"H2-M2","HLA-B","ENSG00000234745.13"
"2505",48885945,"H2-M2","HLA-G","ENSG00000204632.9"
"2506",48885945,"H2-M2","HLA-F","ENSG00000204642.8"
"2507",48885946,"H2-D1","HLA-B","ENSG00000234745.14"
"2508",48885946,"H2-D1","HLA-E","ENSG00000204592.15"
"2509",48885946,"H2-D1","HLA-A","ENSG00000206503.3"
"2510",48885946,"H2-D1","HLA-G","ENSG00000204632.10"
"2511",48885946,"H2-D1","HLA-C","ENSG00000204525.14"
"2512",48885946,"H2-D1","HLA-H","NA.29"
"2513",48885946,"H2-D1","HLA-F","ENSG00000204642.9"
"2514",48885947,"H2-M9","HLA-E","ENSG00000204592.16"
"2515",48885947,"H2-M9","HLA-B","ENSG00000234745.15"
"2516",48885947,"H2-M9","HLA-C","ENSG00000204525.15"
"2517",48885948,"H2-Q6","HLA-A","ENSG00000206503.4"
"2518",48885948,"H2-Q6","HLA-E","ENSG00000204592.17"
"2519",48885948,"H2-Q6","HLA-F","ENSG00000204642.10"
"2520",48885948,"H2-Q6","HLA-B","ENSG00000234745.16"
"2521",48885948,"H2-Q6","HLA-C","ENSG00000204525.16"
"2522",48885948,"H2-Q6","HLA-G","ENSG00000204632.11"
"2523",48885949,"H2-M10.4","HLA-B","ENSG00000234745.17"
"2524",48885949,"H2-M10.4","HLA-C","ENSG00000204525.17"
"2525",48885949,"H2-M10.4","HLA-G","ENSG00000204632.12"
"2526",48885949,"H2-M10.4","HLA-E","ENSG00000204592.18"
"2527",48885949,"H2-M10.4","HLA-F","ENSG00000204642.11"
"2528",48885950,"Azgp1","AZGP1","ENSG00000160862"
"2529",48885951,"H2-Q2","HLA-B","ENSG00000234745.18"
"2530",48885951,"H2-Q2","HLA-E","ENSG00000204592.19"
"2531",48885951,"H2-Q2","HLA-A","ENSG00000206503.5"
"2532",48885951,"H2-Q2","HLA-G","ENSG00000204632.13"
"2533",48885951,"H2-Q2","HLA-C","ENSG00000204525.18"
"2534",48885951,"H2-Q2","HLA-F","ENSG00000204642.12"
"2535",48885952,"H2-Q4","HLA-B","ENSG00000234745.19"
"2536",48885952,"H2-Q4","HLA-C","ENSG00000204525.19"
"2537",48885952,"H2-Q4","HLA-A","ENSG00000206503.6"
"2538",48885952,"H2-Q4","HLA-E","ENSG00000204592.20"
"2539",48885953,"H2-K1","HLA-B","ENSG00000234745.20"
"2540",48885953,"H2-K1","HLA-C","ENSG00000204525.20"
"2541",48885953,"H2-K1","HLA-F","ENSG00000204642.13"
"2542",48885953,"H2-K1","HLA-G","ENSG00000204632.14"
"2543",48885953,"H2-K1","HLA-A","ENSG00000206503.7"
"2544",48885953,"H2-K1","HLA-E","ENSG00000204592.21"
"2545",48885955,"H2-T10","HLA-E","ENSG00000204592.22"
"2546",48885955,"H2-T10","HLA-B","ENSG00000234745.21"
"2547",48885955,"H2-T10","HLA-C","ENSG00000204525.21"
"2548",48885956,"H2-T22","HLA-B","ENSG00000234745.22"
"2549",48885956,"H2-T22","HLA-E","ENSG00000204592.23"
"2550",48885956,"H2-T22","HLA-G","ENSG00000204632.15"
"2551",48885956,"H2-T22","HLA-C","ENSG00000204525.22"
"2552",48885956,"H2-T22","HLA-F","ENSG00000204642.14"
"2553",48885957,"Dars1","DARS1","ENSG00000115866"
"2554",48885958,"Asb11","ASB11","ENSG00000165192"
"2555",48885959,"Slc6a3","SLC6A3","ENSG00000142319"
"2556",48885960,"Dido1","DIDO1","ENSG00000101191"
"2557",48885961,"Nr0b1","NR0B1","ENSG00000169297"
"2558",48885962,"H1f1","H1-1","ENSG00000124610"
"2559",48885963,"H1f2","H1-2","ENSG00000187837"
"2560",48885964,"H1f6","H1-6","ENSG00000187475"
"2561",48885965,"Fam50a","FAM50A","ENSG00000071859"
"2562",48885966,"Fam50b","FAM50B","ENSG00000145945"
"2563",48885967,"Eef1g","EEF1G","ENSG00000254772"
"2564",48885968,"Dbnl","DBNL","ENSG00000136279"
"2565",48885969,"Hsd17b4","HSD17B4","ENSG00000133835"
"2566",48885970,"Gc","GC","ENSG00000145321"
"2567",48885971,"Dbp","DBP","ENSG00000105516"
"2568",48885972,"Dcn","DCN","ENSG00000011465"
"2569",48885973,"Dclk1","DCLK1","ENSG00000133083"
"2570",48885974,"Dchs1","DCHS1","ENSG00000166341"
"2571",48885975,"Eci1","ECI1","ENSG00000167969"
"2572",48885976,"Cd209a","CD209","ENSG00000090659"
"2573",48885976,"Cd209a","CLEC4M","ENSG00000104938"
"2574",48885977,"Clec4f","CLEC4F","ENSG00000152672"
"2575",48885978,"Asap3","ASAP3","ENSG00000088280"
"2576",48885979,"Asap2","ASAP2","ENSG00000151693"
"2577",48885980,"Ddhd1","DDHD1","ENSG00000100523"
"2578",48885981,"Ints6l","INTS6L","ENSG00000165359"
"2579",48885982,"Ddx3x","DDX3X","ENSG00000215301"
"2580",48885983,"Ddx39a","DDX39A","ENSG00000123136"
"2581",48885984,"Ddx3y","DDX3Y","ENSG00000067048"
"2582",48885985,"D1Pas1","DDX3X","ENSG00000215301.1"
"2583",48885986,"Eif4a3","EIF4A3","ENSG00000141543"
"2584",48885987,"Eif4a3l1","EIF4A3","ENSG00000141543.1"
"2585",48885988,"Eif4a3l2","EIF4A3","ENSG00000141543.2"
"2586",48885989,"Rigi","RIGI","ENSG00000107201"
"2587",48885990,"Plcg1","PLCG1","ENSG00000124181"
"2588",48885991,"Adat2","ADAT2","ENSG00000189007"
"2589",48885992,"Nup93","NUP93","ENSG00000102900"
"2590",48885993,"Ddx51","DDX51","ENSG00000185163"
"2591",48885994,"Notch1","NOTCH1","ENSG00000148400"
"2592",48885995,"Degs1","DEGS1","ENSG00000143753"
"2593",48885996,"Degs1l","DEGS1","ENSG00000143753.1"
"2594",48885997,"Trp63","TP63","ENSG00000073282"
"2595",48885998,"Dennd2d","DENND2D","ENSG00000162777"
"2596",48885999,"Ptprj","PTPRJ","ENSG00000149177"
"2597",48886000,"Deptor","DEPTOR","ENSG00000155792"
"2598",48886001,"Depdc7","DEPDC7","ENSG00000121690"
"2599",48886002,"Twist2","TWIST2","ENSG00000233608"
"2600",48886003,"Desi1","DESI1","ENSG00000100418"
"2601",48886004,"Gli1","GLI1","ENSG00000111087"
"2602",48886005,"Fgf20","FGF20","ENSG00000078579"
"2603",48886006,"Kctd8","KCTD8","ENSG00000183783"
"2604",48886007,"Gsdme","GSDME","ENSG00000105928"
"2605",48886008,"Whrn","WHRN","ENSG00000095397"
"2606",48886009,"Pjvk","PJVK","ENSG00000204311"
"2607",48886010,"Has2","HAS2","ENSG00000170961"
"2608",48886011,"Dgat1","DGAT1","ENSG00000185000"
"2609",48886012,"Ess2","ESS2","ENSG00000100056"
"2610",48886013,"Enpp1","ENPP1","ENSG00000197594"
"2611",48886014,"Hand2","HAND2","ENSG00000164107"
"2612",48886015,"Dnah11","DNAH11","ENSG00000105877"
"2613",48886016,"Dhdh","DHDH","ENSG00000104808"
"2614",48886017,"Qdpr","QDPR","ENSG00000151552"
"2615",48886018,"Dhrs11","DHRS11","ENSG00000278535"
"2616",48886019,"Dhrs13","DHRS13","ENSG00000167536"
"2617",48886020,"Dhrs4","DHRS4","ENSG00000157326"
"2618",48886020,"Dhrs4","DHRS4L1","ENSG00000291039"
"2619",48886020,"Dhrs4","DHRS4L2","ENSG00000187630"
"2620",48886021,"Dhrs2","DHRS2","ENSG00000100867"
"2621",48886022,"Dhrs3","DHRS3","ENSG00000162496"
"2622",48886023,"Dhrs7c","DHRS7C","ENSG00000184544"
"2623",48886024,"Cyb5r1","CYB5R1","ENSG00000159348"
"2624",48886025,"Atp5mk","ATP5MK","ENSG00000173915"
"2625",48886026,"Diablo","DIABLO","ENSG00000184047"
"2626",48886027,"Diaph2","DIAPH2","ENSG00000147202"
"2627",48886028,"Dkk3","DKK3","ENSG00000050165"
"2628",48886029,"Scn9a","SCN9A","ENSG00000169432"
"2629",48886030,"Scn3a","SCN3A","ENSG00000153253"
"2630",48886031,"Scn1a","SCN1A","ENSG00000144285"
"2631",48886032,"Scn2a","SCN2A","ENSG00000136531"
"2632",48886033,"Cacnb1","CACNB1","ENSG00000067191"
"2633",48886034,"Dip2b","DIP2B","ENSG00000066084"
"2634",48886035,"Dip2c","DIP2C","ENSG00000151240"
"2635",48886036,"Diras1","DIRAS1","ENSG00000176490"
"2636",48886037,"Slc49a4","SLC49A4","ENSG00000138463"
"2637",48886038,"Park7","PARK7","ENSG00000116288"
"2638",48886039,"Cenpl","CENPL","ENSG00000120334"
"2639",48886040,"Pax4","PAX4","ENSG00000106331"
"2640",48886041,"Nek1","NEK1","ENSG00000137601"
"2641",48886042,"Adgb","ADGB","ENSG00000118492"
"2642",48886043,"Armc2","ARMC2","ENSG00000118690"
"2643",48886044,"Itsn2","ITSN2","ENSG00000198399"
"2644",48886045,"Ncoa1","NCOA1","ENSG00000084676"
"2645",48886046,"Sytl3","SYTL3","ENSG00000164674"
"2646",48886047,"Scml4","SCML4","ENSG00000146285"
"2647",48886048,"Sh2b3","SH2B3","ENSG00000111252"
"2648",48886049,"Noc2l","NOC2L","ENSG00000188976"
"2649",48886050,"Rbm48","RBM48","ENSG00000127993"
"2650",48886051,"Dkk1","DKK1","ENSG00000107984"
"2651",48886052,"Tnfsf10","TNFSF10","ENSG00000121858"
"2652",48886053,"Dlg1","DLG1","ENSG00000075711"
"2653",48886054,"Mpp7","MPP7","ENSG00000150054"
"2654",48886055,"Dlg4","DLG4","ENSG00000132535"
"2655",48886056,"Dlg5","DLG5","ENSG00000151208"
"2656",48886057,"Dlgap1","DLGAP1","ENSG00000170579"
"2657",48886058,"Dlgap4","DLGAP4","ENSG00000080845"
"2658",48886059,"Hjv","HJV","ENSG00000168509"
"2659",48886060,"Dlx1","DLX1","ENSG00000144355"
"2660",48886061,"Dlx2","DLX2","ENSG00000115844"
"2661",48886062,"Dlx3","DLX3","ENSG00000064195"
"2662",48886063,"Dlx5","DLX5","ENSG00000105880"
"2663",48886064,"Dlx6","DLX6","ENSG00000006377"
"2664",48886065,"Dlx4","DLX4","ENSG00000108813"
"2665",48886066,"Plp1","PLP1","ENSG00000123560"
"2666",48886067,"Gpm6a","GPM6A","ENSG00000150625"
"2667",48886068,"Dmbx1","DMBX1","ENSG00000197587"
"2668",48886069,"Gpm6b","GPM6B","ENSG00000046653"
"2669",48886070,"Dmrt2","DMRT2","ENSG00000173253"
"2670",48886071,"Dmrt3","DMRT3","ENSG00000064218"
"2671",48886072,"Dmrta2","DMRTA2","ENSG00000142700"
"2672",48886073,"Dnah6","DNAH6","ENSG00000115423"
"2673",48886074,"Dnah9","DNAH9","ENSG00000007174"
"2674",48886075,"Dnai1","DNAI1","ENSG00000122735"
"2675",48886076,"Dnaja4","DNAJA4","ENSG00000140403"
"2676",48886077,"Dnaja1","DNAJA1","ENSG00000086061"
"2677",48886078,"Dnaja2","DNAJA2","ENSG00000069345"
"2678",48886079,"Dnajc21","DNAJC21","ENSG00000168724"
"2679",48886080,"Dnajb1","DNAJB1","ENSG00000132002"
"2680",48886081,"Dnajb12","DNAJB12","ENSG00000148719"
"2681",48886082,"Dnajb6","DNAJB6","ENSG00000105993"
"2682",48886083,"Dnajb8","DNAJB8","ENSG00000179407"
"2683",48886084,"Dnajb3","DNAJB3","ENSG00000293135"
"2684",48886085,"Dnajc11","DNAJC11","ENSG00000007923"
"2685",48886086,"Dnajc3","DNAJC3","ENSG00000102580"
"2686",48886087,"Dnajc5g","DNAJC5G","ENSG00000163793"
"2687",48886088,"Polb","POLB","ENSG00000070501"
"2688",48886089,"Dnase1l3","DNASE1L3","ENSG00000163687"
"2689",48886090,"Dnm2","DNM2","ENSG00000079805"
"2690",48886091,"Dnm3","DNM3","ENSG00000197959"
"2691",48886092,"Trdmt1","TRDMT1","ENSG00000107614"
"2692",48886093,"Dnmt3a","DNMT3A","ENSG00000119772"
"2693",48886094,"Doc2g","DOC2GP","NA.30"
"2694",48886095,"Dock9","DOCK9","ENSG00000088387"
"2695",48886096,"Eya1","EYA1","ENSG00000104313"
"2696",48886097,"Dok7","DOK7","ENSG00000175920"
"2697",48886098,"Cyp26b1","CYP26B1","ENSG00000003137"
"2698",48886099,"Copb2","COPB2","ENSG00000184432"
"2699",48886100,"Dop1a","DOP1A","ENSG00000083097"
"2700",48886101,"Dop1b","DOP1B","ENSG00000142197"
"2701",48886102,"Cacna2d3","CACNA2D3","ENSG00000157445"
"2702",48886103,"Cbarp","CBARP","ENSG00000099625"
"2703",48886104,"Dnajc24","DNAJC24","ENSG00000170946"
"2704",48886105,"Dpyd","DPYD","ENSG00000188641"
"2705",48886106,"Or7c70","OR7C1","ENSG00000127530"
"2706",48886106,"Or7c70","OR7C2","ENSG00000127529"
"2707",48886107,"Or2at4","OR2AT4","ENSG00000171561"
"2708",48886109,"Or1j19","OR1J2","ENSG00000197233"
"2709",48886111,"Or13a1","OR13A1","ENSG00000256574"
"2710",48886112,"Or5p80","OR5P3","ENSG00000182334"
"2711",48886115,"Or1n1b","OR1N1","ENSG00000171505"
"2712",48886116,"Or7a36","OR7A10","ENSG00000127515"
"2713",48886116,"Or7a36","OR7A5","ENSG00000188269"
"2714",48886116,"Or7a36","OR7C1","ENSG00000127530.1"
"2715",48886118,"Or4s2b","OR4S2","ENSG00000174982"
"2716",48886120,"Or1r1","OR1R1P","ENSG00000180042"
"2717",48886121,"Or4b1b","OR4B1","ENSG00000175619"
"2718",48886122,"Or8w1","OR5W2","ENSG00000187612"
"2719",48886124,"Or5p58","OR5P2","ENSG00000183303"
"2720",48886125,"Or1e1","OR1E1","ENSG00000180016"
"2721",48886125,"Or1e1","OR1E2","ENSG00000127780"
"2722",48886125,"Or1e1","OR1E3","ENSG00000142163"
"2723",48886126,"Or8g17","OR8G5","ENSG00000255298"
"2724",48886127,"Or10j3b","OR10J3","NA.31"
"2725",48886128,"Or8g22","OR8G5","ENSG00000255298.1"
"2726",48886130,"Or1e35","OR1E1","ENSG00000180016.1"
"2727",48886130,"Or1e35","OR1E3","ENSG00000142163.1"
"2728",48886130,"Or1e35","OR1E2","ENSG00000127780.1"
"2729",48886131,"Or8b12c","OR8B12","ENSG00000170953"
"2730",48886132,"Or4c115","OR4C15","ENSG00000181939"
"2731",48886133,"Or12d13","OR12D1","ENSG00000248182"
"2732",48886133,"Or12d13","OR12D2","ENSG00000280236"
"2733",48886134,"Or9i14","OR9I1","ENSG00000172377"
"2734",48886135,"Or10j3","OR10J3","NA.32"
"2735",48886136,"Or5b106","OR5B3","ENSG00000172769"
"2736",48886140,"Or1n1","OR1N1","ENSG00000171505.1"
"2737",48886141,"Or1e21","OR1E2","ENSG00000127780.2"
"2738",48886141,"Or1e21","OR1E3","ENSG00000142163.2"
"2739",48886141,"Or1e21","OR1E1","ENSG00000180016.2"
"2740",48886142,"Or5b99","OR5B2","ENSG00000172365"
"2741",48886143,"Or4b1","OR4B1","ENSG00000175619.1"
"2742",48886145,"Or8g21","OR8G5","ENSG00000255298.2"
"2743",48886146,"Or1e34","OR1E2","ENSG00000127780.3"
"2744",48886146,"Or1e34","OR1E3","ENSG00000142163.3"
"2745",48886146,"Or1e34","OR1E1","ENSG00000180016.3"
"2746",48886147,"Or1e22","OR1E2","ENSG00000127780.4"
"2747",48886147,"Or1e22","OR1E1","ENSG00000180016.4"
"2748",48886147,"Or1e22","OR1E3","ENSG00000142163.4"
"2749",48886150,"Or8b12b","OR8B12","ENSG00000170953.1"
"2750",48886151,"Or8k18","OR8K5","ENSG00000181752"
"2751",48886152,"Or1n2","OR1N2","ENSG00000171501"
"2752",48886153,"Or8g19","OR8G1","ENSG00000197849"
"2753",48886154,"Or7g33","OR7G2","ENSG00000170923"
"2754",48886155,"Or1e32","OR1E1","ENSG00000180016.5"
"2755",48886155,"Or1e32","OR1E3","ENSG00000142163.5"
"2756",48886155,"Or1e32","OR1E2","ENSG00000127780.5"
"2757",48886156,"Or2a25","OR2A25","ENSG00000221933"
"2758",48886159,"Or12d17","OR12D3","ENSG00000112462"
"2759",48886162,"Or5b95","OR5B3","ENSG00000172769.1"
"2760",48886163,"Or1e29","OR1E1","ENSG00000180016.6"
"2761",48886163,"Or1e29","OR1E3","ENSG00000142163.6"
"2762",48886163,"Or1e29","OR1E2","ENSG00000127780.6"
"2763",48886164,"Or8k20","OR8K5","ENSG00000181752.1"
"2764",48886165,"Or12d12","OR12D2","ENSG00000280236.1"
"2765",48886165,"Or12d12","OR12D1","ENSG00000248182.1"
"2766",48886167,"Or4s2","OR4S2","ENSG00000174982.1"
"2767",48886169,"Or5p76","OR5P2","ENSG00000183303.1"
"2768",48886171,"Or1e16","OR1E2","ENSG00000127780.7"
"2769",48886171,"Or1e16","OR1E3","ENSG00000142163.7"
"2770",48886172,"Or7a37","OR7A5","ENSG00000188269.1"
"2771",48886172,"Or7a37","OR7A10","ENSG00000127515.1"
"2772",48886173,"Or1e26","OR1E1","ENSG00000180016.7"
"2773",48886173,"Or1e26","OR1E2","ENSG00000127780.8"
"2774",48886173,"Or1e26","OR1E3","ENSG00000142163.8"
"2775",48886174,"Or1s2","OR1S1","ENSG00000280204"
"2776",48886174,"Or1s2","OR1S2","ENSG00000197887"
"2777",48886175,"Or8g20","OR8G1","ENSG00000197849.1"
"2778",48886176,"Or5au1","OR5AU1","ENSG00000169327"
"2779",48886177,"Or4e2","OR4E2","ENSG00000221977"
"2780",48886178,"Or7g20","OR7G2","ENSG00000170923.1"
"2781",48886179,"Or10b1","OR10R2","ENSG00000198965"
"2782",48886179,"Or10b1","OR10T2","ENSG00000186306"
"2783",48886180,"Or1j4","OR1J4","ENSG00000239590"
"2784",48886184,"Or8d1b","OR8D1","ENSG00000196341"
"2785",48886186,"Or8d23","OR8D1","ENSG00000196341.1"
"2786",48886187,"Or4e5","OR4E1","ENSG00000276240"
"2787",48886189,"Or7a41","OR7A17","ENSG00000185385"
"2788",48886189,"Or7a41","OR7A5","ENSG00000188269.2"
"2789",48886189,"Or7a41","OR7A2P","NA.33"
"2790",48886190,"Or1m1","OR1M1","ENSG00000170929"
"2791",48886192,"Or4a80","OR4A8","ENSG00000225997"
"2792",48886192,"Or4a80","OR4A16","ENSG00000181961"
"2793",48886192,"Or4a80","OR4A5","ENSG00000221840"
"2794",48886194,"Or5ak25","OR5AK2","ENSG00000181273"
"2795",48886194,"Or5ak25","OR5AK3P","ENSG00000181282"
"2796",48886195,"Or7g19","OR7G3","ENSG00000170920"
"2797",48886197,"Or4k15b","OR4K15","ENSG00000169488"
"2798",48886198,"Or2a51","OR2A1","ENSG00000221970"
"2799",48886198,"Or2a51","OR2A42","ENSG00000212807"
"2800",48886199,"Or4k15c","OR4K15","ENSG00000169488.1"
"2801",48886200,"Or4e1","OR4E1","ENSG00000276240.1"
"2802",48886201,"Or4c126","OR4C45","ENSG00000260811"
"2803",48886203,"Or13g1","OR13G1","ENSG00000197437"
"2804",48886205,"Or1l4","OR1L4","ENSG00000136939"
"2805",48886205,"Or1l4","OR1L6","ENSG00000171459"
"2806",48886206,"Or9q1","OR9Q1","ENSG00000186509"
"2807",48886207,"Or7g27","OR7G1","ENSG00000161807"
"2808",48886207,"Or7g27","OR7G2","ENSG00000170923.2"
"2809",48886208,"Or1l8","OR1L8","ENSG00000171496"
"2810",48886210,"Or2a57","OR2A42","ENSG00000212807.1"
"2811",48886210,"Or2a57","OR2A1","ENSG00000221970.1"
"2812",48886211,"Or1l4b","OR1L4","ENSG00000136939.1"
"2813",48886212,"Or4k15","OR4K15","ENSG00000169488.2"
"2814",48886214,"Or1j1","OR1J1","ENSG00000136834"
"2815",48886215,"Or1i2","OR1I1","ENSG00000094661"
"2816",48886216,"Or1e17","OR1E1","ENSG00000180016.8"
"2817",48886216,"Or1e17","OR1E2","ENSG00000127780.9"
"2818",48886216,"Or1e17","OR1E3","ENSG00000142163.9"
"2819",48886218,"Or1e31","OR1E2","ENSG00000127780.10"
"2820",48886218,"Or1e31","OR1E3","ENSG00000142163.10"
"2821",48886218,"Or1e31","OR1E1","ENSG00000180016.9"
"2822",48886220,"Or8g34","OR8G1","ENSG00000197849.2"
"2823",48886222,"Or2a54","OR2A14","ENSG00000221938"
"2824",48886223,"Or8g2","OR8G3","NA.34"
"2825",48886223,"Or8g2","OR8G2P","ENSG00000181214"
"2826",48886224,"Or2a20","OR2A1","ENSG00000221970.2"
"2827",48886224,"Or2a20","OR2A42","ENSG00000212807.2"
"2828",48886226,"Or2a7","OR2A7","ENSG00000243896"
"2829",48886226,"Or2a7","OR2A4","ENSG00000180658"
